test_id,gene,locus,sample_1,sample_2,status,value_1,value_2,p_value,q_value,significant
XLOC_010378,NR_048536,chr18:54721803-54739350,Media_Only,Chemical_A+B,OK,0.392994,0,5.00E-05,0.000317685,yes
XLOC_010382,NR_039899,chr18:56118305-56118390,Media_Only,Chemical_A+B,OK,302.301,0,5.00E-05,0.000317685,yes
XLOC_010542,NR_002931,chr19:7852369-7855898,Media_Only,Chemical_A+B,OK,0.662693,0,5.00E-05,0.000317685,yes
XLOC_010687,NM_000453,chr19:17982781-18005983,Media_Only,Chemical_A+B,OK,0.361618,0,5.00E-05,0.000317685,yes
XLOC_011503,NR_033864,chr19:15870143-15890798,Media_Only,Chemical_A+B,OK,0.695491,0,5.00E-05,0.000317685,yes
XLOC_011880,NM_004917,chr19:51409607-51413994,Media_Only,Chemical_A+B,OK,0.721322,0,5.00E-05,0.000317685,yes
XLOC_011996,NR_024162,chr19:58336666-58338830,Media_Only,Chemical_A+B,OK,1.86444,0,5.00E-05,0.000317685,yes
XLOC_012740,NR_037808,chr2:240684553-240722356,Media_Only,Chemical_A+B,OK,0.405511,0,5.00E-05,0.000317685,yes
XLOC_012943,NR_036586,chr2:65128973-65159581,Media_Only,Chemical_A+B,OK,0.357405,0,5.00E-05,0.000317685,yes
XLOC_013934,NR_002165,chr20:33421377-33422265,Media_Only,Chemical_A+B,OK,0.402589,0,5.00E-05,0.000317685,yes
XLOC_014094,NR_037421,chr21:9825831-9826011,Media_Only,Chemical_A+B,OK,4.47107,0,0.00135,0.00570619,yes
XLOC_015528,NR_030296,chr3:195426271-195426368,Media_Only,Chemical_A+B,OK,171.885,0,5.00E-05,0.000317685,yes
XLOC_015880,NR_030293,chr3:114035321-114035416,Media_Only,Chemical_A+B,OK,116.968,0,5.00E-05,0.000317685,yes
XLOC_017985,NR_003281,chr5:177611510-177614433,Media_Only,Chemical_A+B,OK,0.372235,0,5.00E-05,0.000317685,yes
XLOC_017997,NR_031598,chr5:179224597-179285840,Media_Only,Chemical_A+B,OK,129.104,0,0.01415,0.0402717,yes
XLOC_018125,"NR_038292,NR_038293,NR_038294",chr6:27661813-27678001,Media_Only,Chemical_A+B,OK,1.08816,0,5.00E-05,0.000317685,yes
XLOC_018414,NR_015362,chr6:94416800-94486199,Media_Only,Chemical_A+B,OK,0.438049,0,5.00E-05,0.000317685,yes
XLOC_020385,"NM_001163941,NM_001163942,NM_001163993,NM_178559",chr7:20655244-20796637,Media_Only,Chemical_A+B,OK,0.403922,0,5.00E-05,0.000317685,yes
XLOC_022447,NR_029483,chr9:96938628-96938715,Media_Only,Chemical_A+B,OK,36.0122,0,0.00135,0.00570619,yes
XLOC_022575,"NR_036055,NR_039767",chr9:130548111-130548286,Media_Only,Chemical_A+B,OK,72.9047,0,0.00065,0.00307465,yes
XLOC_022658,"NR_034016,NR_034017",chr9:138466770-138478958,Media_Only,Chemical_A+B,OK,0.569598,0,5.00E-05,0.000317685,yes
XLOC_022954,NR_024129,chr9:98782013-98784037,Media_Only,Chemical_A+B,OK,0.509114,0,5.00E-05,0.000317685,yes
XLOC_023597,"NM_001142447,NM_012069",chrX:119495939-119517104,Media_Only,Chemical_A+B,OK,0.423983,0,5.00E-05,0.000317685,yes
XLOC_023892,NM_001190708,chrX:55207823-55208944,Media_Only,Chemical_A+B,OK,31.1722,0,5.00E-05,0.000317685,yes
XLOC_024142,NR_036173,chrX:146331668-146331748,Media_Only,Chemical_A+B,OK,54.7382,0,0.00135,0.00570619,yes
XLOC_001178,NR_024540,chr1:11873-29370,Media_Only,Chemical_A+B,OK,0,1.80885,5.00E-05,0.000317685,yes
XLOC_012705,NM_001631,chr2:233320832-233324742,Media_Only,Chemical_A+B,OK,0.133671,9.08047,5.00E-05,0.000317685,yes
XLOC_007616,"NM_001218,NM_206925",chr15:63615729-63674075,Media_Only,Chemical_A+B,OK,2.0551,44.283,5.00E-05,0.000317685,yes
XLOC_007251,NM_178859,chr15:65337707-65360388,Media_Only,Chemical_A+B,OK,2.74955,54.5315,5.00E-05,0.000317685,yes
XLOC_016196,NM_005750,chr4:5526882-5529527,Media_Only,Chemical_A+B,OK,0.390523,7.67007,5.00E-05,0.000317685,yes
XLOC_018460,"NM_001256887,NM_001256888,NM_001256889,NM_153036",chr6:116817650-116880031,Media_Only,Chemical_A+B,OK,0.0424109,0.812832,0.0034,0.0123685,yes
XLOC_002598,"NM_000783,NM_057157",chr10:94833231-94837641,Media_Only,Chemical_A+B,OK,0.348095,6.53309,5.00E-05,0.000317685,yes
XLOC_003826,"NM_000869,NM_001161772,NM_213621",chr11:113845796-113861034,Media_Only,Chemical_A+B,OK,0.0503316,0.899067,0.0001,0.000594964,yes
XLOC_010872,NM_000767,chr19:41497203-41524301,Media_Only,Chemical_A+B,OK,11.0331,158.524,5.00E-05,0.000317685,yes
XLOC_018924,NM_000846,chr6:52614884-52628361,Media_Only,Chemical_A+B,OK,3.66228,51.2037,5.00E-05,0.000317685,yes
XLOC_008115,NM_005954,chr16:56623266-56625000,Media_Only,Chemical_A+B,OK,0.463628,6.32294,5.00E-05,0.000317685,yes
XLOC_021194,"NM_001202855,NM_017460",chr7:99354582-99381811,Media_Only,Chemical_A+B,OK,200.594,2658.02,5.00E-05,0.000317685,yes
XLOC_000102,"NM_001012276,NM_001012277",chr1:12976449-12980568,Media_Only,Chemical_A+B,OK,0.0359981,0.440798,0.00765,0.0243639,yes
XLOC_021193,"NM_000765,NM_001256497",chr7:99282301-99332819,Media_Only,Chemical_A+B,OK,174.672,2080.77,5.00E-05,0.000317685,yes
XLOC_000899,NM_021165,chr1:177140632-177251558,Media_Only,Chemical_A+B,OK,0.084981,0.844798,5.00E-05,0.000317685,yes
XLOC_011722,NM_002784,chr19:43757434-43773682,Media_Only,Chemical_A+B,OK,0.29144,2.61412,5.00E-05,0.000317685,yes
XLOC_008376,NM_001103175,chr16:3077867-3089133,Media_Only,Chemical_A+B,OK,0.22639,1.89309,5.00E-05,0.000317685,yes
XLOC_018925,NM_145740,chr6:52656177-52668664,Media_Only,Chemical_A+B,OK,16.7743,133.291,5.00E-05,0.000317685,yes
XLOC_020764,NM_020299,chr7:134212343-134226166,Media_Only,Chemical_A+B,OK,39.3273,312.329,5.00E-05,0.000317685,yes
XLOC_021519,"NM_001105541,NM_005382",chr8:24771273-24776606,Media_Only,Chemical_A+B,OK,0.0526386,0.41098,0.00015,0.000851731,yes
XLOC_014035,NM_003657,chr20:52560078-52687304,Media_Only,Chemical_A+B,OK,0.750828,5.83335,5.00E-05,0.000317685,yes
XLOC_003011,"NM_001014797,NM_001161352,NM_001161353,NM_001271518,NM_001271519,NM_001271520,NM_001271521,NM_001271522,NM_002247",chr10:78629358-79397577,Media_Only,Chemical_A+B,OK,0.898766,6.93316,5.00E-05,0.000317685,yes
XLOC_004308,NR_029578,chr11:64658608-64658718,Media_Only,Chemical_A+B,OK,53.8236,404.757,0.0001,0.000594964,yes
XLOC_015133,"NM_000688,NM_199166",chr3:52232098-52248343,Media_Only,Chemical_A+B,OK,24.8901,183.366,5.00E-05,0.000317685,yes
XLOC_010735,NR_003662,chr19:23945815-24010919,Media_Only,Chemical_A+B,OK,2.03519,14.2888,5.00E-05,0.000317685,yes
XLOC_021917,NM_003155,chr8:23699433-23712320,Media_Only,Chemical_A+B,OK,0.269601,1.88492,5.00E-05,0.000317685,yes
XLOC_023592,NM_001105576,chrX:118892575-118894165,Media_Only,Chemical_A+B,OK,0.0847772,0.590688,0.0026,0.00994348,yes
XLOC_010871,NR_001278,chr19:41430169-41456565,Media_Only,Chemical_A+B,OK,6.54759,45.5091,5.00E-05,0.000317685,yes
XLOC_004687,NM_001975,chr12:7023613-7032859,Media_Only,Chemical_A+B,OK,2.64234,17.3359,5.00E-05,0.000317685,yes
XLOC_005809,"NM_001204458,NM_001204459,NM_018647,NM_148957",chr13:24144508-24250244,Media_Only,Chemical_A+B,OK,0.585676,3.79919,5.00E-05,0.000317685,yes
XLOC_022336,NM_001216,chr9:35673914-35681154,Media_Only,Chemical_A+B,OK,1.24854,8.09223,5.00E-05,0.000317685,yes
XLOC_008571,"NM_001080430,NM_001146188",chr16:52471917-52581714,Media_Only,Chemical_A+B,OK,0.611926,3.94935,5.00E-05,0.000317685,yes
XLOC_004375,NM_005117,chr11:69513005-69519106,Media_Only,Chemical_A+B,OK,0.471695,2.9947,5.00E-05,0.000317685,yes
XLOC_004850,"NM_001130015,NM_182608",chr12:52281792-52285505,Media_Only,Chemical_A+B,OK,0.243566,1.51112,5.00E-05,0.000317685,yes
XLOC_013219,NM_013233,chr2:168810529-169104105,Media_Only,Chemical_A+B,OK,1.59497,9.44943,5.00E-05,0.000317685,yes
XLOC_017120,NM_153361,chr5:43192169-43280952,Media_Only,Chemical_A+B,OK,0.073934,0.418576,0.0001,0.000594964,yes
XLOC_001561,"NM_001010978,NM_001276392,NM_001276393,NM_001276394,NM_001276395",chr1:54472970-54483859,Media_Only,Chemical_A+B,OK,0.11891,0.667693,5.00E-05,0.000317685,yes
XLOC_009940,NR_036488,chr17:70399462-70588943,Media_Only,Chemical_A+B,OK,0.0987521,0.545298,5.00E-05,0.000317685,yes
XLOC_008900,NM_001037330,chr17:18625401-18639431,Media_Only,Chemical_A+B,OK,1.82488,10.0721,5.00E-05,0.000317685,yes
XLOC_012974,NM_019885,chr2:72356366-72374963,Media_Only,Chemical_A+B,OK,0.123633,0.659502,5.00E-05,0.000317685,yes
XLOC_004543,NM_000482,chr11:116691417-116694011,Media_Only,Chemical_A+B,OK,49.9639,259.091,5.00E-05,0.000317685,yes
XLOC_003008,"NM_001007271,NM_001007272,NM_001007273,NM_016364",chr10:76854189-76868970,Media_Only,Chemical_A+B,OK,0.0597162,0.30646,0.0064,0.0210564,yes
XLOC_015688,NM_004567,chr3:48555116-48594227,Media_Only,Chemical_A+B,OK,2.54406,13.0497,5.00E-05,0.000317685,yes
XLOC_003649,NM_001136485,chr11:66742753-66744479,Media_Only,Chemical_A+B,OK,2.03271,10.0344,5.00E-05,0.000317685,yes
XLOC_011714,"NM_001184825,NM_001184826,NM_006905",chr19:43370612-43383871,Media_Only,Chemical_A+B,OK,0.715324,3.53106,5.00E-05,0.000317685,yes
XLOC_003985,"NM_001079536,NM_053017",chr11:3659735-3663546,Media_Only,Chemical_A+B,OK,0.222002,1.06994,5.00E-05,0.000317685,yes
XLOC_015553,"NM_001256748,NM_001256749,NM_015931",chr3:8661085-8693764,Media_Only,Chemical_A+B,OK,0.373579,1.79995,5.00E-05,0.000317685,yes
XLOC_001497,NM_006516,chr1:43391045-43449029,Media_Only,Chemical_A+B,OK,3.69092,17.7261,5.00E-05,0.000317685,yes
XLOC_019089,"NM_001242350,NM_004665,NM_078488",chr6:133065008-133084598,Media_Only,Chemical_A+B,OK,1.7985,8.59683,5.00E-05,0.000317685,yes
XLOC_013975,"NM_020433,NM_175913",chr20:42740336-42816218,Media_Only,Chemical_A+B,OK,0.295209,1.39013,5.00E-05,0.000317685,yes
XLOC_005210,"NM_001122847,NM_001122848,NM_001206931,NM_003044",chr12:299242-323371,Media_Only,Chemical_A+B,OK,1.1156,5.08143,5.00E-05,0.000317685,yes
XLOC_007276,NR_026979,chr15:69854058-69863779,Media_Only,Chemical_A+B,OK,0.613201,2.77861,5.00E-05,0.000317685,yes
XLOC_022945,NM_021570,chr9:96713908-96717608,Media_Only,Chemical_A+B,OK,0.262203,1.17214,5.00E-05,0.000317685,yes
XLOC_005075,"NM_001017523,NM_001018072",chr12:107712196-108053419,Media_Only,Chemical_A+B,OK,0.269493,1.19513,5.00E-05,0.000317685,yes
XLOC_003261,NM_004314,chr11:3666360-3685646,Media_Only,Chemical_A+B,OK,0.169257,0.74186,0.0001,0.000594964,yes
XLOC_013422,NM_004826,chr2:233344536-233352532,Media_Only,Chemical_A+B,OK,3.77468,16.0132,5.00E-05,0.000317685,yes
XLOC_018616,NR_033851,chr6:2854890-2876744,Media_Only,Chemical_A+B,OK,0.513931,2.17734,5.00E-05,0.000317685,yes
XLOC_009550,"NM_000691,NM_001135167,NM_001135168",chr17:19641297-19651746,Media_Only,Chemical_A+B,OK,0.173219,0.731725,5.00E-05,0.000317685,yes
XLOC_016203,NM_005980,chr4:6695565-6698897,Media_Only,Chemical_A+B,OK,1.01158,4.2315,5.00E-05,0.000317685,yes
XLOC_001413,NM_004102,chr1:31838099-31845923,Media_Only,Chemical_A+B,OK,1.1986,5.00381,5.00E-05,0.000317685,yes
XLOC_000722,"NM_001097589,NM_005416",chr1:152974222-152976332,Media_Only,Chemical_A+B,OK,0.89496,3.73177,5.00E-05,0.000317685,yes
XLOC_007891,NM_145252,chr16:2880172-2882285,Media_Only,Chemical_A+B,OK,0.175038,0.728207,0.01135,0.0337426,yes
XLOC_011720,"NM_001276495,NM_002780,NM_213633",chr19:43696853-43709926,Media_Only,Chemical_A+B,OK,0.674763,2.79033,5.00E-05,0.000317685,yes
XLOC_000982,NM_015053,chr1:203020310-203047864,Media_Only,Chemical_A+B,OK,1.09472,4.52424,5.00E-05,0.000317685,yes
XLOC_002210,NM_020997,chr1:226073981-226076846,Media_Only,Chemical_A+B,OK,0.310931,1.28005,5.00E-05,0.000317685,yes
XLOC_003058,"NM_000770,NM_001198853,NM_001198854,NM_001198855",chr10:96796528-96829254,Media_Only,Chemical_A+B,OK,84.8804,349.162,5.00E-05,0.000317685,yes
XLOC_016194,NM_002448,chr4:4861391-4865660,Media_Only,Chemical_A+B,OK,0.855551,3.51577,5.00E-05,0.000317685,yes
XLOC_020776,"NM_001190906,NM_001190907,NM_005989",chr7:137761177-137803050,Media_Only,Chemical_A+B,OK,5.52285,22.6908,5.00E-05,0.000317685,yes
XLOC_016885,"NM_001146590,NM_001146627,NM_031279",chr4:109663201-109684235,Media_Only,Chemical_A+B,OK,17.723,72.1333,5.00E-05,0.000317685,yes
XLOC_010697,NM_004864,chr19:18496967-18499986,Media_Only,Chemical_A+B,OK,65.2195,264.657,5.00E-05,0.000317685,yes
XLOC_007686,NM_000499,chr15:75011882-75017877,Media_Only,Chemical_A+B,OK,40.2049,162.749,5.00E-05,0.000317685,yes
XLOC_000588,NM_181643,chr1:111889194-111895639,Media_Only,Chemical_A+B,OK,0.146142,0.590422,5.00E-05,0.000317685,yes
XLOC_003342,NM_000728,chr11:15095145-15100177,Media_Only,Chemical_A+B,OK,0.191364,0.763094,0.003,0.0111878,yes
XLOC_018865,"NM_001242589,NM_001242590,NM_018643",chr6:41242998-41254457,Media_Only,Chemical_A+B,OK,0.674803,2.66582,5.00E-05,0.000317685,yes
XLOC_000752,NM_004952,chr1:155051347-155060014,Media_Only,Chemical_A+B,OK,0.696147,2.74974,5.00E-05,0.000317685,yes
XLOC_007630,NM_016563,chr15:65337707-65360388,Media_Only,Chemical_A+B,OK,0.251843,0.976141,0.0005,0.00244048,yes
XLOC_007234,NM_004751,chr15:59903981-59912210,Media_Only,Chemical_A+B,OK,2.5722,9.93169,5.00E-05,0.000317685,yes
XLOC_000319,NM_173642,chr1:42846467-42889900,Media_Only,Chemical_A+B,OK,0.454825,1.75181,5.00E-05,0.000317685,yes
XLOC_012746,"NM_001195381,NM_001195382,NM_005301",chr2:241544824-241570676,Media_Only,Chemical_A+B,OK,0.431311,1.65412,5.00E-05,0.000317685,yes
XLOC_014765,"NM_001161368,NM_174977",chr22:30884897-30901698,Media_Only,Chemical_A+B,OK,7.77488,29.5209,5.00E-05,0.000317685,yes
XLOC_017955,NM_003714,chr5:172741725-172756506,Media_Only,Chemical_A+B,OK,2.24058,8.49198,5.00E-05,0.000317685,yes
XLOC_015591,"NM_001018009,NM_004844",chr3:15295690-15382901,Media_Only,Chemical_A+B,OK,2.1507,8.10162,5.00E-05,0.000317685,yes
XLOC_001626,NM_012152,chr1:85279085-85358896,Media_Only,Chemical_A+B,OK,0.106556,0.399641,0.0051,0.0174721,yes
XLOC_002322,NM_001353,chr10:5005453-5020158,Media_Only,Chemical_A+B,OK,206.866,767.194,5.00E-05,0.000317685,yes
XLOC_021053,"NM_000598,NM_001013398",chr7:45951843-45960871,Media_Only,Chemical_A+B,OK,38.1762,141.529,5.00E-05,0.000317685,yes
XLOC_014767,NM_004861,chr22:30950623-30960876,Media_Only,Chemical_A+B,OK,8.08196,29.4864,5.00E-05,0.000317685,yes
XLOC_009350,"NM_001042422,NM_001042423,NM_001206950,NM_001206951,NM_001206952,NM_004207",chr17:80186281-80197375,Media_Only,Chemical_A+B,OK,9.30446,33.79,5.00E-05,0.000317685,yes
XLOC_006853,NM_002083,chr14:65381078-65569413,Media_Only,Chemical_A+B,OK,46.5963,168.287,5.00E-05,0.000317685,yes
XLOC_020750,NM_001195243,chr7:129142319-129152773,Media_Only,Chemical_A+B,OK,0.166643,0.601217,0.00635,0.0209215,yes
XLOC_018864,NR_027256,chr6:41176291-41185685,Media_Only,Chemical_A+B,OK,0.230277,0.829469,0.0003,0.0015622,yes
XLOC_014419,NM_001242313,chr22:20377668-20380440,Media_Only,Chemical_A+B,OK,0.210905,0.756397,5.00E-05,0.000317685,yes
XLOC_018086,NM_006998,chr6:25652428-25702008,Media_Only,Chemical_A+B,OK,0.402321,1.43146,5.00E-05,0.000317685,yes
XLOC_011721,NR_033888,chr19:43715942-43752798,Media_Only,Chemical_A+B,OK,0.62637,2.20432,5.00E-05,0.000317685,yes
XLOC_016553,NM_018342,chr4:159131400-159176439,Media_Only,Chemical_A+B,OK,1.46947,5.13052,5.00E-05,0.000317685,yes
XLOC_004443,"NM_001162951,NM_001162952,NM_001162953,NM_032379,NM_032943,NM_206927,NM_206928,NM_206929,NM_206930",chr11:85405264-85522178,Media_Only,Chemical_A+B,OK,0.432768,1.50274,5.00E-05,0.000317685,yes
XLOC_011818,NM_016246,chr19:49316273-49339934,Media_Only,Chemical_A+B,OK,6.49958,22.4896,5.00E-05,0.000317685,yes
XLOC_021626,"NM_001128204,NM_001128205,NM_001128206,NM_015170",chr8:70378858-70573147,Media_Only,Chemical_A+B,OK,0.650983,2.25067,5.00E-05,0.000317685,yes
XLOC_001076,"NM_000120,NM_001136018",chr1:225997796-226070420,Media_Only,Chemical_A+B,OK,70.795,239.491,5.00E-05,0.000317685,yes
XLOC_014458,NM_002415,chr22:24235896-24241117,Media_Only,Chemical_A+B,OK,172.614,582.381,5.00E-05,0.000317685,yes
XLOC_004996,NM_006851,chr12:75874512-75905418,Media_Only,Chemical_A+B,OK,7.41667,24.9375,5.00E-05,0.000317685,yes
XLOC_011686,NM_000762,chr19:41349442-41356352,Media_Only,Chemical_A+B,OK,44.0181,147.831,5.00E-05,0.000317685,yes
XLOC_009765,NM_005374,chr17:41952726-41985113,Media_Only,Chemical_A+B,OK,0.105424,0.350294,5.00E-05,0.000317685,yes
XLOC_011719,"NM_001130014,NM_002781",chr19:43671894-43690688,Media_Only,Chemical_A+B,OK,1.5468,5.12474,5.00E-05,0.000317685,yes
XLOC_001276,NM_001039361,chr1:12952726-12958094,Media_Only,Chemical_A+B,OK,3.10992,10.2679,5.00E-05,0.000317685,yes
XLOC_000834,"NM_001184866,NM_001184867,NM_001184870,NM_001184871,NM_001184872,NM_001184873,NM_032738",chr1:161676761-161684142,Media_Only,Chemical_A+B,OK,0.111607,0.367017,0.0001,0.000594964,yes
XLOC_003723,"NM_001258210,NM_015516",chr11:76493356-76509198,Media_Only,Chemical_A+B,OK,207.302,680.973,5.00E-05,0.000317685,yes
XLOC_006420,NM_003813,chr14:70918873-70926622,Media_Only,Chemical_A+B,OK,0.166426,0.544606,5.00E-05,0.000317685,yes
XLOC_020481,"NM_003364,NM_181597",chr7:48128354-48148330,Media_Only,Chemical_A+B,OK,7.2528,23.6921,5.00E-05,0.000317685,yes
XLOC_019055,NM_002944,chr6:117609529-117747018,Media_Only,Chemical_A+B,OK,0.228992,0.743881,5.00E-05,0.000317685,yes
XLOC_012289,"NR_024204,NR_024205,NR_024206",chr2:87754973-87821030,Media_Only,Chemical_A+B,OK,14.0348,45.5551,5.00E-05,0.000317685,yes
XLOC_002323,"NM_001253908,NM_001253909,NM_003739",chr10:5090957-5149878,Media_Only,Chemical_A+B,OK,228.273,734.636,5.00E-05,0.000317685,yes
XLOC_010900,NM_020406,chr19:43857824-43867480,Media_Only,Chemical_A+B,OK,0.13499,0.43024,5.00E-05,0.000317685,yes
XLOC_017959,NM_032361,chr5:175386533-175395545,Media_Only,Chemical_A+B,OK,1.66248,5.25485,5.00E-05,0.000317685,yes
XLOC_023955,NM_001029891,chrX:77166193-77305892,Media_Only,Chemical_A+B,OK,1.04708,3.30583,0.00015,0.000851731,yes
XLOC_017519,NM_015111,chr5:177540555-177553107,Media_Only,Chemical_A+B,OK,0.479744,1.51319,5.00E-05,0.000317685,yes
XLOC_020620,NM_177455,chr7:97841565-97842271,Media_Only,Chemical_A+B,OK,3.55675,11.2086,5.00E-05,0.000317685,yes
XLOC_015029,"NM_001012321,NM_002295",chr3:39448203-39454032,Media_Only,Chemical_A+B,OK,166.596,520.912,5.00E-05,0.000317685,yes
XLOC_011892,NM_001163922,chr19:51834794-51845378,Media_Only,Chemical_A+B,OK,1.94597,6.05987,5.00E-05,0.000317685,yes
XLOC_003974,"NM_000076,NM_001122630,NM_001122631",chr11:2904447-2906995,Media_Only,Chemical_A+B,OK,0.998526,3.10085,5.00E-05,0.000317685,yes
XLOC_014460,NM_000854,chr22:24322313-24326106,Media_Only,Chemical_A+B,OK,0.231336,0.715792,0.001,0.00444232,yes
XLOC_005712,NM_006843,chr12:113830250-113841692,Media_Only,Chemical_A+B,OK,11.0148,33.7487,5.00E-05,0.000317685,yes
XLOC_013104,"NR_015395,NR_024373",chr2:112124590-112252692,Media_Only,Chemical_A+B,OK,6.15725,18.5162,5.00E-05,0.000317685,yes
XLOC_008017,"NM_001037808,NM_001099661,NM_001199142,NM_001267574,NM_003752",chr16:28699878-28747053,Media_Only,Chemical_A+B,OK,0.784317,2.3512,5.00E-05,0.000317685,yes
XLOC_016395,NM_005139,chr4:79472741-79531605,Media_Only,Chemical_A+B,OK,7.87636,23.549,5.00E-05,0.000317685,yes
XLOC_008003,"NM_001258411,NM_001258412,NM_001258413,NM_001258414,NM_052944",chr16:24857183-24922949,Media_Only,Chemical_A+B,OK,0.415014,1.23993,5.00E-05,0.000317685,yes
XLOC_004573,"NM_001243759,NM_004205,NM_171997",chr11:119225924-119252436,Media_Only,Chemical_A+B,OK,0.814692,2.4298,5.00E-05,0.000317685,yes
XLOC_010409,NM_001044369,chr18:72102962-72124503,Media_Only,Chemical_A+B,OK,0.274101,0.813701,5.00E-05,0.000317685,yes
XLOC_018617,NM_004155,chr6:2887499-2903546,Media_Only,Chemical_A+B,OK,5.41954,16.0617,5.00E-05,0.000317685,yes
XLOC_005150,"NM_001178003,NM_144668",chr12:122356462-122441832,Media_Only,Chemical_A+B,OK,0.62315,1.84635,5.00E-05,0.000317685,yes
XLOC_016275,NM_018290,chr4:37828281-37864559,Media_Only,Chemical_A+B,OK,10.9616,32.2758,5.00E-05,0.000317685,yes
XLOC_001372,"NM_001004434,NM_032513",chr1:26364513-26372604,Media_Only,Chemical_A+B,OK,2.22295,6.5429,5.00E-05,0.000317685,yes
XLOC_015291,NM_014367,chr3:122103022-122128961,Media_Only,Chemical_A+B,OK,51.9792,152.566,5.00E-05,0.000317685,yes
XLOC_021148,NM_000927,chr7:87133178-87461613,Media_Only,Chemical_A+B,OK,37.3267,109.023,5.00E-05,0.000317685,yes
XLOC_014194,NM_000394,chr21:44589140-44592913,Media_Only,Chemical_A+B,OK,1.99425,5.80839,5.00E-05,0.000317685,yes
XLOC_000670,NM_016274,chr1:150122169-150131825,Media_Only,Chemical_A+B,OK,5.23132,15.1848,5.00E-05,0.000317685,yes
XLOC_015115,"NM_001005914,NM_004636",chr3:50305039-50314572,Media_Only,Chemical_A+B,OK,2.7376,7.93263,5.00E-05,0.000317685,yes
XLOC_020570,"NM_001110354,NM_007155",chr7:76018645-76071388,Media_Only,Chemical_A+B,OK,0.217322,0.628405,0.0063,0.0207715,yes
XLOC_010475,"NM_001143986,NM_024760",chr19:2977535-2995182,Media_Only,Chemical_A+B,OK,1.74492,5.01654,5.00E-05,0.000317685,yes
XLOC_010150,"NM_012189,NM_138643,NM_138644,NM_153768,NM_153769,NM_153770",chr18:21718954-21741564,Media_Only,Chemical_A+B,OK,0.384011,1.09807,5.00E-05,0.000317685,yes
XLOC_014296,NM_144659,chr21:33947150-33957845,Media_Only,Chemical_A+B,OK,0.521734,1.49138,5.00E-05,0.000317685,yes
XLOC_013662,"NM_001199264,NM_016276,NM_170693",chr20:42187634-42214273,Media_Only,Chemical_A+B,OK,16.6144,47.4599,5.00E-05,0.000317685,yes
XLOC_002703,NM_000684,chr10:115803805-115806667,Media_Only,Chemical_A+B,OK,1.48449,4.23057,5.00E-05,0.000317685,yes
XLOC_021547,NM_025069,chr8:37553300-37556396,Media_Only,Chemical_A+B,OK,0.929829,2.64457,5.00E-05,0.000317685,yes
XLOC_018246,NM_002224,chr6:33589155-33664348,Media_Only,Chemical_A+B,OK,1.84399,5.23958,5.00E-05,0.000317685,yes
XLOC_003567,"NM_001012662,NM_001012664,NM_001013251,NM_002394",chr11:62623483-62656355,Media_Only,Chemical_A+B,OK,52.867,149.685,5.00E-05,0.000317685,yes
XLOC_013083,"NM_001039492,NM_001450,NM_201555,NM_201557",chr2:105977282-106055230,Media_Only,Chemical_A+B,OK,7.15825,20.2304,5.00E-05,0.000317685,yes
